Value;tweet
Negatif;@omrrhmn @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Ga diinput itu datanya. Kasusnya sm ky laki gw. Pas vaksin kedua dikasih liat sama petugasnya kalo vaksin pertama datanya kosong. Jadi di kertas pendaftaran vaksin udah 2x, tp di apl
Negatif;Request sertifikat vaksin luar negeri tapi di reject karna masalah bukti vaksin pertama. Padahal vaksin kedua udh lengkap. Mohon pencerahannya dong @KemenkesRI @PLindungi
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng saya juga dapet ginian ????  https://t.co/xP2akQmzoQ
Negatif;Haloo @PLindungi kalau sertifikat vaksin kedua belum keluar bagaimana ya?
negatif;"@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Gw dari Agustus (vaksin kedua) sampe sekarang status sertifikat vaksinnya masih berstatus ""blom vaksin"""
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Lah gw udah vaksin ke 2 dr tgl 23 september sampe nihari belum dpt sertifikat vaksin ke 2
Negatif;@PLindungi hai kak admin,,,mw tanya ni,,,istri sudah vaksin 2x tp tetap saja di aplikasi peduli lindungi belum juga datanya terupdate sudah di vaksin,,,,
Negatif;@palmwedplanner @PLindungi Ga ada kelanjutan, dan memang gak responsif adminya.   Viralin aja
Negatif;@pramuktiga @andhikamppp @tirta_cipeng @PLindungi @KemenkesRI @KawalCOVID19 Mujur sekali dapat serifikat tanpa vaksin, yg lain saja sampe mau bayar. Balik lagi ya, karena perbedaan pemahaman dan ideologi.
Negatif;@txtdaridgmbk @PLindungi Tadi mau ke @BankBCA mesti menggunakan @PLindungi  Males mesti scar barcode mana antrinya panjang
Negatif;@txtdaridgmbk app mahasempurna @PLindungi yg dah di vaksin sertifikat gk keluar, yg blm malah keluar..mmng sempurna
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Kejadian sama dialamiŸ?? dan tdk ada solusi..
Negatif;@PLindungi min bales dm dong. dah dari sebulan lalu kaga dibales bales etdah
Negatif;@txtdaridgmbk @PLindungi Doi kabur alasan kangen anak,padahal kalo ada apa-apa sama anaknya gegara dia,itu lebih menyedihkan lagi..gak sabar mak..
Negatif;Pas vaksin dosis pertama sy slah input Nik, alias kurang satu nomor. itu gimana ya ngatasinnya ???? @PLindungi @pedulilindungi vaksin ke 2 sy jdi ketunda ?????????ª
Negatif;@andhikamppp @tirta_cipeng @PLindungi @KemenkesRI @KawalCOVID19 Beruntung apa malah buntung ini Pak??
Negatif;@FloAuriga @PLindungi Eksplor apa yaa ? ????
Negatif;@txtdaridgmbk @PLindungi Btw el,ini umpama lu copas link di atas,sma aja lu bisa akses informasi gw dong yak ?? Haduuuuuuuhhh...tp gpp sih,cuma info soal vaksin doang.
Negatif;@txtdaridgmbk @PLindungi Aplikasi @PLindungi cuma bisa di buka dengan baik dan benar setelah lu pada vaksin trus dpt sms kek gini,lu akses dah link nya,tp instal dulu aplikasi @PLindungi ??¤  https://t.co/GvgGBQAP0W
Negatif;"@txtdaridgmbk @PLindungi Kebukanya kek gini...kalo klik ""buka"" akan balik lagi ke menu awal yg ada tulisannya ""izinkan akses lokasi"". Kan anying muter2 mulu...  https://t.co/4NuL78by2J"
Negatif;@txtdaridgmbk @PLindungi Amplikasi g guna hahhahaha
Negatif;"Iyeee... @PLindungi gak sesuai dengan semestinya. Tiap buka aplikasi pasti di suruh login pake NIK. Jadi kalau keluar dr menu,otomatis gak detect posisi kita di mana aja. Si vennya pasti gitu. Gak pake matiin hp,cukup keluar dr ""beranda"" aplikasi,otomatis uda ky log out..."
Negatif;@txtdaridgmbk @PLindungi Menurut saya, peduli lindungi ini harus lebih memaksa. Tidak bisa logout, senaknya aja.
Negatif;@PLindungi Saya di vaksin pertama ko data vaksin nya belum muncul sampai sekarang sudah mau 2 bulan
Negatif;@txtdaridgmbk @PLindungi Wait. Mang tu @PLindungi skrg fungsinya apa?
Negatif;@txtdaridgmbk @PLindungi Mulaiiikk.... ????????
Negatif;@txtdaridgmbk @PLindungi Aplikasi serakah
Negatif;@txtdaridgmbk @PLindungi Naboknya kebangeten
Negatif;@txtdaridgmbk @PLindungi Nyindirrrrr....????
negatif;@txtdaridgmbk @PLindungi @PLindungi suatu saat gak ada guna,,,naik kereta api aja gak di tanyain,yg ditanyain surat vaksin nya ????????
Negatif;Aplikasi @PLindungi tidak berdaya jika satgasnya masih doyan lembaran merah &amp
Negatif;@FloAuriga @PLindungi Dibuat aja akunnya
negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Gw kmren ini ngandelin emailnya pedulilindungi kalo ada trouble, ngurusin punya nyokap gt2 aman sih.  Tp udah seminggu ini gada respon.
negatif;@alteraldonsfw @PLindungi Ga ada
Negatif;Kabarnya Rachel Vennya 2 kali gak karantina pasca balik dari Dubai yg pertama dan balik dari USA yg kedua. Kok bisa yah? Padahal @PLindungi bisa tracing kemana kita pergi. Ayyy yakin Rachel Vennya gunain @PLindungi buat tunjukin sertifikat vaksin pas di luar negeri.
Negatif;@PLindungi mohon tanya apakah akun ini masih aktif? Saya DM tidak pernah dijawab.
Negatif;@alteraldonsfw @PLindungi Pengen tau aja hasilnya. ????
Negatif;Kaburnya Rachel Vennya dari karantina itu sebenernya bisa dicegah kalo Rachel Vennya login di @PLindungi kan pasti ketahunan jejaknya dia kemana. Atau emang @PLindungi gak berjalan sesuai fungsi semestinya sehingga RV bisa kabur dari karantina.
Negatif;@FloAuriga @PLindungi Buat apa ? Coba aku cekin
Negatif;@PLindungi Min ibu ku pas mau buka sertifikat terus masukin NIK kok keluar begini ya mohon bantuannya  https://t.co/eEedRW4Q1g
negatif;@PLindungi hallo kak bisa minta tolong bantuannya kenapa tidak muncul sertifikat vaksin saya di akun peduli lindungi  https://t.co/aIO4lhgiyR
Negatif;@PLindungi  Halo admin, untuk perbaikan sertifikat caranya gimana ya? sudah email ke sertifikat @ pedulilindungi . com belum ada balasan
Negatif;@PLindungi Sudah vaksin dosis 2, NIK digunakan orang lain, akibatnya NIK saya tidak bisa di entry petugas. Sudah kirim email laporan juga, disertakan KTP asli, photo Selfie + KTP, kartu vaksin manual. Tapi belum ada penyelesaian.
Negatif;@wijakarma @KemenkesRI @kemkominfo @PLindungi Be kebal ci berarti dari pirus
Negatif;Mohon izin saya mau melaporkan terkait sertifikat vaksin ke 2 yg belum tersedia di pedulilindungi. Sebelumnya saya sudah melakukn vaksin ke 2 tgl 19 agustus 2021 di puskesmas sukamerindu di kota Bengkulu @PLindungi
Negatif;Hi @PLindungi   Selamat siang. Saya mau memindahkan tiket vaksinasi Atasan saya dari akun saya ke akun beliau. Bagaimana caranya yaa? Terima kasih.
Negatif;@LukakuNoIcardi @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Oh, gitu? Saya gejala ringan sih. Sudah bisa ya?  Tapi ya, itu gatau siapa yg divaksin.
Negatif;@sekarepmuwh @PLindungi tidakkkkk, aku telpon 119 ext 9 juga ditolakŸ????
Negatif;Ini gimana ceritanya tiba tiba dapat sertifikat vaksin kedua di @PLindungi hari ini?  Lah saya ga kemana mana hari ini, yang divaksin siapa kalau gitu? @KemenkesRI @KawalCOVID19 @tirta_cipeng?  https://t.co/qdz0pkAaZS
Negatif;@PLindungi Saya Uda di vaksin 2 kali tapi sertifikat nya tidak ada dan muncul nama orang lain. Ada kemungkinan pihak medis salah masukin input no nik saya,kayak mana solusinya???  https://t.co/92TQym1moj
Negatif;Apa dengan pake aplikasi @PLindungi  semua orang kudu punya hape, beli kuota ,punya internet   Wajib gitu ?  Kata nya buat rakyat... Tapi rakyat dibikin ruet
Negatif;Ribed pake Aplikasi @PLindungi loading lama ,berat , buka scan barcode aja butuh 2 menit lebih   Itu aja yg kata nya area 4G signal nya  Coba pikirin kalo yg signal nya lmbat...apa ga numpuk,macet,penuh tuh shelter..  Dimana efisiensi pencegahan covid nya
Negatif;@PT_Transjakarta   Kenapa sih aturan nya di buat ruet kudu pake aplikasi @PLindungi ,kudu barcode  Kebayang kl orang tua ,gaptek,hape  jadul...mw pake angkutan masal tapi kudu perang badar dulu di urusan aturan yg masih mentah  Coba deh ke pasar,parkiran.
Negatif;@PLindungi tolong dong tgl lahir saya yg salah di sertifikat segera dibenerin. Udah kirim email langsung dibales udah dibenerin suruh cek sewaktu2,udah seminggu lebih ga berubah2. Itu gimana maksudnyaa???
Negatif;@PLindungi min kalau mau ganti no hp gimna min
Negatif;@adityamanik @KemenkesRI @kemkominfo @PLindungi GaraŸ? data vaksin cg ane di jogja sing masuk, pang 3 cg payu mevaksin
Negatif;@PLindungi dear min, baca kode jadwal vaksin gmn sih? Ngga ngerti nih kapan jadwal vaksinnya, nanya ke puskesmas tempat vaksin pertama malah disuruh cek aplikasi pedulilindungi, lihat di aplikasi malah cuma ada kode, hmmm  https://t.co/z3TvjUIUXz
Negatif;sekarang naik @PT_Transjakarta harus lebih pagi. antrian scan @PLindungi membuat kerumunan cz cuma ada di 1 spot dan bikin telat ????
Negatif;@PLindungi min kalo misalnya satu nomor hp yg dipake 2 orang itu gimana ya? apa masih bisa diklaim sertifikatnya di peduli lindungi atau gimana min mohon penjelasannya ??????
Negatif;@PLindungi kak mau tanya kan saya punya sertifikat vaksi terdaftar d no kawan  Nah cara rubah nya k no kita gimna ya kak ????????? Masalah nya hari ini mau vaksin k 2 kak
Negatif;Apa gunanya dikasih kontak email utk pengaduan blm keluar sertifikat vaksin klo ujung2nya tetap disuruh dtg ke tmpt vaksinnya utk konfirmasi???? @PLindungi
Negatif;@bashaank @PLindungi kak, gmn status di aplikasi sekarang? saya kebetulan punya kendala yang sama. mohon info ya kak. terima kasih ???
Negatif;@PLindungi sekitar jam 8 ada notif apk peduli lindungi check in di mal sumarecon, pdhl saya tidak pergi ke mall dan ga sempat ss. Ini siapa yg pake akunnya ?
Negatif;@PLindungi @HarisWimardin Kok sertifikat vaksin saya masih tidak muncul ya min kenapa?
Negatif;@PLindungi min, petugasnya salah input data tanggal lahirdi sertifikat vaksin saya. cara gantinya gmn ya
negatif;@PLindungi halo min saya mau tanya nih dulu pas awal vaksin saya nulis namanya disingkat jadi gak sesuai KTP ???? trus gak bisa akses sertifikat vaksinnya tapi udah ada keterangan vaksin 2 kali. Solusinya bagaimana ya?????????????  https://t.co/jdpvCsgC3T
Negatif;@SabelVar @PLindungi Kak sudah ada solusinya kah
Negatif;@PLindungi Min , kenapa sertifikat vaksin suami bisa ada di hp aku ya ? Lalu , suami mau log in ga bisa .. karna nik tidak terdaftar
negatif;Gimana caranya login @PLindungi kalau nomor hp yg terdaftar sudah tidak aktif atau diblokir?
negatif;Kok bisa ya ada aja tiap hari yang mau coba login ke akun @PLindungi @pedulilindungi ? Data warga negara ga aman gini @KemenkesRI @jokowi
Negatif;@PLindungi halo min klo nomor tlp nya salah input cara download sertifikat vaksinnya gimana?
Negatif;@PLindungi hallo mau tanya kenapa sertifikat vaksin ke 2 saya ga muncul?? padahal punya temen saya dah muncul kita vaksin bareng. Tolong info dong makasih
Negatif;Apakaj setelah selesai vaksin ke 2 boleh vaksin lagi dengan jenis vaksin berbeda.  Karena menyesuaikan pengakuan dari negara tertentu?   @KemenkesRI  @infoppkk  @PLindungi
Negatif;@PLindungi kak mau tanya kok vaksin ke 2 suami saya tidak terbit ya ? terimakasih
Negatif;@khaerunisaaicha @PLindungi Gimana kak .. Sekarang udh muncul belum sertifikat nya.. karena saya mengalami kendala yang sama juga...
Negatif;@PLindungi Sertifikat vaksin ke-2 saya gak ada,udah saya coba cek lewat web, dan lewat aplikas peduli lindungi juga tetap gak ada. Malahan sertifikat vaksin orang lain yang dikirim ke saya. Ini bagaimana ya?
Negatif;@PLindungi min saya ada DM, di riwayat perjalanan saya ada satu tempat yg masih nyangkut belum check out dari tanggal 6 oktober, jadi kalau saya ke tempat itu saya gabisa check in, respon nya selalu Ÿ??anda masih check in di tempat iniŸ?
Negatif;@PLindungi sampai saat ini setifikat vaksin pertama dan kedua tidak muncul padahal saya sudah email untuk meminta sertifikat vaksin pertama dan kedua. Saya vaksin pertama tanggal 27 juli 2021 dan kedua 25 agustus 2021.  https://t.co/lrreAWuzPc
Negatif;@febykawul @DUKCAPILKOTASMG @hendrarprihadi @ganjarpranowo @PLindungi Maaf om sudah di coba tapi tetap tdk bisa @hendrarprihadi @PLindungi @DUKCAPILKOTASMG @dkksemarang @RsBhayangkara  https://t.co/j5J2DDVSg2
negatif;"Saya mencoba menjadi waega yg baik. Mau mengaktifkan aplikasi Pedulilindungi.  Notifikasi yg keluar, ""Selamat. Anda sdg ikut berpartisipasi....."", lalu Restart cellphone anda. Direstart ber-kali2, terus saja keluar notifikasi ""Restart"". Iki piye mas/mbak @PLindungi ???"
Negatif;Malam min @PLindungi mau tanya, status saya merah padahal saya sudah vaksin, sertifikat juga ada, riwayat vaksin juga ada. Kenapa kok bisa gitu min? Akibatnya saya tidak bisa akses kemanapun. Saya email 3x juga dijawab oleh sistem saja. Mohon respon.
Negatif;Sore min, saya sdh vaksin tnggl 10 kemarin Ko sertifikat di plindungi ga ada yaaa? Gabisa di unduh. Mohon bantuannya?????? @PLindungi
Negatif;@PLindungi Min ko sertifikat vaksin  ke 2 saya blom ada yaa??? Mohon bantuannya min?????????
Negatif;@PLindungi @sriemarni halo saya sudah cek tapi tetep gaada, gimana nih min
Negatif;@PLindungi min kok sertifikat vaksin saya di aplikasi peduli lindungi gaada yaa???? padahal orang ada
Negatif;Halo @PLindungi apakah WNA wajib menggunakan plindungi? Aksesnya sulit sekali buat mereka. Mrk tdk ada no hp indo
Negatif;Mohon bantuannya min @PLindungi, Tolong min ini jadi 2 orang yg gabisa dapet sertifikat karena salah input NIK dari pihak administrasi saat vaksin
Negatif;Halo min @PLindungi saya sudah vaksin covid dosis 1 tapi tidak bisa terdaftar di peduli lindungi karena NIK saya telah terdaftar atas nama orang lain karena kesalahan input dari pihak administrasi vaksin covid. sudah dari September bolak balik diurus tapi tidak ada perbaikan
Negatif;@PLindungi @PLindungi Siang min, maaf may tanya sertifikat vaksin ade saya 1&amp
Negatif;@PLindungi Min maaf mau tanya sertifikat vaksin 1&amp
Negatif;"@PLindungi min kenapa call center, dm twitter itu susah banget. padahal saya butuh bantuan min. :"")"
Negatif;Pak/Buk @PLindungi saya mau lapor nih, sertifikat vaksin saya kok gak ada ya? padahal saya sudah vaksin, apa karena nomor handphone saya udah gak aktif ya? ada solusinya gak
Negatif;@4_Huruf @PLindungi Ini kasusnya sama kaya ibukku, sampe sekarang jd blm vaksin karna ini. Adakah solusinya ? Btw aku tinggal di bekasi jg apakah emmang bekasi seperti ini sistemnya ?
Negatif;@PLindungi  Nama di sertifikat saya beda dgn nama di KTP. Gimana cara perbaikinya?
Negatif;@PLindungi siang, min. Saya sudah vaksin 2 kali, namun di aplikasi pedulindungi statusnya msh blm vaksin. Sy sudah coba email, telp ke call center, DM tp gk ada tanggapan apa2. Trs sy hrs gmn? Pdhal kemana2 ktnya hrs nunjukin aplikasi itu.
Negatif;Hi! Ini kenapa nomor handphone saya tiba2 terdaftar data penerima vaksin atas nama orang lain (yang saya tidak kenal) ya? Sertifikatnya pun masuk ke akun app PeduliLindungi saya. @KemenkesRI @kemkominfo @PLindungi
Negatif;@PLindungi min mau tanya apa hasil tes antigen/pcr yg di upload oleh lab bisa delay ya ?? soalnya sy udah tes tapi kata orang lab sudah di upload cuman belum terbaca di sistem aplikasi peduli lindungi.
Negatif;Admin @PLindungi ini kayaknya udah resign gakuat balesin komplain
Negatif;@jokowi Pak @jokowi , penerbitan sertifikat vaksin d @PLindungi masih lamaa n ribet layanannya. email ditolak terus. Bisa dipermudah ?? @kemkominfo @KemenkesRI
Negatif;@PLindungi Min NIK saya di pakai orang lain dan dia sudah 2kali vaksin sedangkan saya baru 1kali,itu gimana ya min? Sudah saya email tapi harus menyertakan NIK orang yang memakai NIK saya. Saya gatau min NIK asli dia berapa. Gimana ya min?
Negatif;@PLindungi Lapor , Saya hari sabtu kmarin tgl 16 okt 21, ikut vaksin ke 2 Sinovac , tapi sampai hari ini belum dapat sertifikat nya utk vakain yg ke 2 .
Negatif;@PLindungi anak kami di vaksin di luar negri, pulang ke indo, setelah repatriasi 8 hr, daftar ( via email) ke peduli lindungi, langsung direspon, proses 3 hr kerja. Sekarang sudah lebih 1 mggu nga ada hasil.
Negatif;Sudah minggu ketiga tapi sertifikat vaksin kedua anak saya belum muncul di aplikasi @PLindungi Gimana nih????
Negatif;@PLindungi mohon ditanggapi permintaan perbaikan NIK yang sdh sy krm via email
Negatif;saya sudah mendaftarkan dan dapat verifikasi vaksinasi yang dilakukan di Jerman (Pfizer, sudah 2x vaksin). Kenapa di App Peduli Lindungi tidak bs ada vaccination certificatenya? walau sudah ada keterangan Ÿ??Sudah Vaksin Ke-2Ÿ? @PLindungi
Negatif;Mhn info dan kejelasan status. @PLindungi @pedulilindungi saya sudah BOSTER MODERNA tgl 8 September 2021 , tp tidak masuk data sertifikat vaksin. Sudah nanya ke petugas di bag. Tmpt vaksin tp ga ada kejelasan. ( saya sudah vaksin sinovac bln maret, sertifikat ada)
Negatif;@PLindungi  Assalamualaikum... Kak.gmana Yach caranya menganti nomer tlvon kartu vaksin... nie pnya suami q nomer yg ditulis dikartu vaksin kebelokir...tyus dya download aplikasi pedulilindungi tidak kluar sertivikatnya....
Negatif;@PLindungi min.... kl salah nginput no hp sm alamat gmn ini yah. sertifikat vaksin ke 2 ga muncul nih
negatif;@IMAGIFA @PLindungi @pedulilindungi yang bener mana nih, dari bulan agustus nungguin info.
Negatif;@PLindungi hi min, saya sudah vaksin dosis 1 dan 2. Namun sertifikat vaksin saya belum ada di apk peduli lindungi, bisa bantu cek kah?
Negatif;Halo, saya mau tanya tentang perubahan data jadi saya vaksin gak pake yg e-ktp sehingga pas saya log in peduli lindungi tidak terdaftar untuk no ktp saya, sedangkan ketika saya daftar memakai e-ktp saya tertulis belum vaksin. Itu bagaimana ya?  @PLindungi
negatif;@PLindungi dear admin, ini saya udah vaksin kedua, tapi kenapa ga bisa lihat certificate nya ya ?
negatif;@PLindungi Sudah di vaksin ke satu dan ke dua tpi strifikat tidak muncul2?  https://t.co/w1XG9cp0o0
negatif;Kerja yg bener bos @PLindungi  https://t.co/cRJfGLejKF
negatif;@PLindungi min ini nenek saya sudah vaksin ke 2  sertifikat 1 dan 2 tdk keluar/ tdk ada d apk gmna ya min???????
Negatif;@PLindungi Kak saya belum dapet
Negatif;@Layy558 @PLindungi Ga ditanggapi sama peduli lindungi kak
Negatif;@PLindungi Min, ini gmn ya... apakah memang butuh wkt untuk surat vaksin bisa tersedia?  https://t.co/EJghwqb3RG
Negatif;@snaayss @ahmadf_83 @fitrianidwirama @PLindungi Kayaknya sore/malem atau sekalian pagi2 banget
Negatif;@PLindungi @RizalGazali2 @txtdaridgmbk Bagaimana setelah pcr atau antigen di nyatakan negatif dan oleh klinik sdh di update ke web kemenkes. Apakah color hitam akan tetap hitam atau akan berubah?
Negatif;@PLindungi Min bagaimana jika nomer hp salah pas waktu vaksin bisa di perbaiki kan? Sebab saya gak bisa nerima sertifikat vaksin nya karena nomer hp yang saya kasih salah Mohon bantuan nya min??????
Negatif;@eufoni__ @ahmadf_83 @fitrianidwirama @PLindungi mjb kak, pas bukan jam sibuk itu jam berapa ya?
